URL,Category,Region,Desktop Exit Button?,Mobile Exit button?,Keyboard shortcut type,Shortcut keys,Mobile shortcut?,explainer text?,Safe browsing url,Comments
https://www.mentalhealthireland.ie/,Mental Health,Ireland,,,,,,,,
https://travellercounselling.ie/,Mental Health,Ireland,,,,,,,,
https://www.bodywhys.ie/,Mental Health,Ireland,,,,,,,,
https://practitionerhealth.ie/,Mental Health,Ireland,,,,,,,,
https://turn2me.ie/,Mental Health,Ireland,,,,,,,,
https://mymind.org/,Mental Health,Ireland,,,,,,,,
https://shine.ie/,Mental Health,Ireland,,,,,,,,
https://adhdireland.ie/,Mental Health,Ireland,,,,,,,,
https://1737.org.nz/,Mental Health,New Zealand,,,,,,,,
https://www.familyaction.org.nz/,Mental Health,New Zealand,,,,,,,,
https://whatsup.co.nz/,Mental Health,New Zealand,,,,,,,,
https://www.skylight.org.nz/,Mental Health,New Zealand,,,,,,,,
https://depression.org.nz/,Mental Health,New Zealand,,,,,,,,
https://www.anxiety.org.nz/,Mental Health,New Zealand,,,,,,,,
https://www.emergeaotearoa.org.nz/,Mental Health,New Zealand,,,,,,,,
https://www.mindandbody.co.nz/,Mental Health,New Zealand,,,,,,,,
https://www.pathways.co.nz/,Mental Health,New Zealand,,,,,,,,
https://grow.org.nz/,Mental Health,New Zealand,,,,,,,,
https://kautepasifika.co.nz/,Mental Health,New Zealand,,,,,,,,
https://www.tuiora.co.nz/,Mental Health,New Zealand,,,,,,,,
https://www.taeaomanino.org.nz/,Mental Health,New Zealand,,,,,,,,
https://homeandfamily.org.nz/,Mental Health,New Zealand,,,,,,,,
https://ancad.org.nz/,Mental Health,New Zealand,,,,,,,,
https://mentalhealth.org.nz/,Mental Health,New Zealand,,,,,,,,
https://www.smallsteps.org.nz/,Mental Health,New Zealand,,,,,,,,
http://www.throughblue.org.nz/,Mental Health,New Zealand,,,,,,,,
https://www.groovnow.com/,Mental Health,New Zealand,,,,,,,,
https://www.manalive.nz/,Mental Health,New Zealand,,,,,,,,
https://www.ataxia.org.uk/,Physical Health,UK,,,,,,,,
https://bloodcancer.org.uk/,Physical Health,UK,,,,,,,,
https://www.brainandspine.org.uk/,Physical Health,UK,,,,,,,,
https://brainstrust.org.uk/,Physical Health,UK,,,,,,,,
https://britishlivertrust.org.uk/,Physical Health,UK,,,,,,,,
https://www.tinnitus.org.uk/,Physical Health,UK,,,,,,,,
https://cancerfocusni.org/,Physical Health,UK,,,,,,,,
https://www.cancerresearchuk.org/,Physical Health,UK,,,,,,,,
https://www.chss.org.uk/,Physical Health,UK,,,,,,,,
https://cmvaction.org.uk/,Physical Health,UK,,,,,,,,
https://www.coeliac.org.uk,Physical Health,UK,,,,,,,,
https://www.dementiauk.org/,Physical Health,UK,,,,,,,,
https://www.dyslexiascotland.org.uk/,Physical Health,UK,,,,,,,,
https://dyspraxiafoundation.org.uk/,Physical Health,UK,,,,,,,,
https://www.healthwatchkent.co.uk/,Physical Health,UK,,,,,,,,healthwatch(.*) have near identical websites
https://www.endometriosis-uk.org/,Physical Health,UK,,,,,,,,
https://www.epilepsy.org.uk/,Physical Health,UK,,,,,,,,
https://www.epilepsyscotland.org.uk/,Physical Health,UK,,,,,,,,
https://epilepsysociety.org.uk/,Physical Health,UK,,,,,,,,
https://www.eric.org.uk/,Physical Health,UK,,,,,,,,
http://www.fmauk.org/,Physical Health,UK,,,,,,,,
https://www.headway.org.uk/,Physical Health,UK,,,,,,,,
https://irishskin.ie/,Physical Health,Ireland,,,,,,,,
https://www.leukaemiacare.org.uk/,Physical Health,UK,,,,,,,,
https://melanomafocus.org/,Physical Health,UK,,,,,,,,
https://www.menieres.org.uk/,Physical Health,UK,,,,,,,,
https://www.meningitisnow.org/,Physical Health,UK,,,,,,,,
https://www.mhm.org.uk/,Physical Health,UK,,,,,,,,
https://www.mesothelioma.uk.com/,Physical Health,UK,,,,,,,,
https://www.myeloma.org.uk/,Physical Health,UK,,,,,,,,
https://napa-activities.co.uk/,Physical Health,UK,,,,,,,,
https://www.mariecurie.org.uk/,Physical Health,UK,,,,,,,,
https://www.healthforteens.co.uk/,Physical Health,UK,Redirect,Redirect,,,,,,
https://www.health.nsw.gov.au/,Physical Health,Australia,,,,,,,,
https://www.healthdirect.gov.au/,Physical Health,Australia,,,,,,,,
https://www.healthysurrey.org.uk/,Physical Health,UK,,,,,,,,
https://www.csp.org.uk/,Physical Health,UK,,,,,,,,
https://www.healthypeople.gov/,Physical Health,USA,,,,,,,,
https://www.hse.ie/eng/,Physical Health,Ireland,,,,,,,,
https://www.abiireland.ie/,Physical Health,Ireland,,,,,,,,
http://aphasiaireland.ie/,Physical Health,Ireland,,,,,,,,
https://headway.ie/,Physical Health,Ireland,,,,,,,,
https://www.epilepsy.ie/,Physical Health,Ireland,,,,,,,,
https://www.acc.co.nz/,Physical Health,New Zealand,,,,,,,,
https://www.asianhealthservices.co.nz/,Physical Health,New Zealand,,,,,,,,
https://ebpha.org.nz,Physical Health,New Zealand,,,,,,,,
https://www.pinnacle.co.nz/,Physical Health,New Zealand,,,,,,,,
https://www.wrhn.org.nz/,Physical Health,New Zealand,,,,,,,,
https://www.takirimai.org.nz/Home,Physical Health,New Zealand,,,,,,,,
https://whakarongorau.nz/,Physical Health,New Zealand,,,,,,,,
https://nkmp.maori.nz/,Physical Health,New Zealand,,,,,,,,
https://mashtrust.org.nz/,Physical Health,New Zealand,,,,,,,,
https://www.tekohaohealth.co.nz/,Physical Health,New Zealand,,,,,,,,
https://www.waikatodhb.health.nz/,Physical Health,New Zealand,,,,,,,,
https://www.cph.co.nz/,Physical Health,New Zealand,,,,,,,,
https://www.healthwest.co.nz/,Physical Health,New Zealand,,,,,,,,
,Physical Health,New Zealand,,,,,,,,
,Physical Health,New Zealand,,,,,,,,
,Physical Health,New Zealand,,,,,,,,
,Physical Health,New Zealand,,,,,,,,
,Physical Health,New Zealand,,,,,,,,
,Physical Health,New Zealand,,,,,,,,
https://www.togetherforshortlives.org.uk/,Physical Health,UK,,,,,,,,
https://contact.org.uk/,Disability,UK,,,,,,,,
https://devoninsight.org.uk/,Disability,UK,,,,,,,,
https://www.disabilityscot.org.uk/,Disability,UK,,,,,,,,
https://www.hft.org.uk/,Disability,UK,,,,,,,,
https://www.ipsea.org.uk/,Disability,UK,,,,,,,,
https://www.mencap.org.uk/,Disability,UK,,,,,,,,
https://ms-uk.org/,Disability,UK,,,,,,,,
https://www.mssociety.org.uk/,Disability,UK,,,,,,,,
https://mstrust.org.uk/,Disability,UK,,,,,,,,
https://www.ndcs.org.uk/,Disability,UK,,,,,,,,
https://www.parkinsons.org.uk/,Disability,UK,,,,,,,,
https://www.rescare.org.uk/,Disability,UK,,,,,,,,
https://www.rettuk.org/,Disability,UK,,,,,,,,
https://www.snapcharity.org/,Disability,UK,,,,,,,,
https://www.snapcymru.org/,Disability,UK,,,,,,,,
https://www.stepsworldwide.org/,Disability,UK,,,,,,,,
https://inclusionireland.ie/,Disability,Ireland,,,,,,,,
https://www.enableireland.ie/,Disability,Ireland,,,,,,,,
https://www.theatnetwork.com/,Disability,Ireland,,,,,,,,
https://www.ahead.ie/,Disability,Ireland,,,,,,,,
http://www.brothersofcharity.ie/,Disability,Ireland,,,,,,,,
https://www.walk.ie/,Disability,Ireland,,,,,,,,
http://www.idd.ie/,Disability,Ireland,,,,,,,,
https://rehab.ie/,Disability,Ireland,,,,,,,,
https://www.leapireland.com/,Disability,Ireland,,,,,,,,
https://ilmi.ie/,Disability,Ireland,,,,,,,,
https://dyslexia.ie/,Disability,Ireland,,,,,,,,
http://d15leaders.com/,Disability,Ireland,,,,,,,,
https://www.ncbi.ie/,Disability,Ireland,,,,,,,,
https://www.casa.ie/,Disability,Ireland,,,,,,,,
https://www.downsyndromecentre.ie/,Disability,Ireland,,,,,,,,
https://www.disability-federation.ie/,Disability,Ireland,,,,,,,,
https://www.disabilityaction.org/,Disability,Ireland,,,,,,,,
https://www.dessa.ie/,Disability,Ireland,,,,,,,,
https://www.cope-foundation.ie/,Disability,Ireland,,,,,,,,
http://www.coaction.ie/,Disability,Ireland,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
,Disability,New Zealand,,,,,,,,
https://www.ageuk.org.uk/,Elderly,UK,,,,,,,,
https://www.wearehourglass.org/,Elderly,UK,Redirect,Redirect,,,,,,
https://kinship.org.uk/,Elderly,UK,,,,,,,,
https://www.familiesoutside.org.uk/,Past offenders,UK,,,,,,,,
https://howardleague.org/,Past offenders,UK,,,,,,,,
https://www.prisonreformtrust.org.uk/,Past offenders,UK,,,,,,,,Uses TLS certificate for completely different site
https://www.prisonadvice.org.uk/,Past offenders,UK,,,,,,,,
https://www.prisonersfamilies.org/,Past offenders,UK,,,,,,,,
https://unlock.org.uk/,Past offenders,UK,,,,,,,,
https://www.release.ie/,Past offenders,Ireland,,,,,,,,
https://www.iasio.ie/,Past offenders,Ireland,,,,,,,,
http://careafterprison.ie/,Past offenders,Ireland,,,,,,,,
https://www.tuuohomai.org.nz/,Past offenders,New Zealand,Redirect,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
https://www.victimsupport.org.uk/,Victims,UK,Redirect,Redirect,,,,,,
https://www.stophateuk.org/,Victims,UK,,,,,,,,
https://www.lighthousevictimcare.org/,Victims,UK,Redirect,Redirect,,,,,,
https://www.crimevictimshelpline.ie/,Victims,Ireland,Redirect,Redirect,,,,,,
https://www.victimsupportni.com/,Victims,Ireland,Redirect,,,,,,,
https://www.vsac.ie/,Victims,Ireland,,,,,,,,
https://victimsupport.org.nz/,Victims,New Zealand,,,,,,,,
https://victimsinfo.govt.nz/,Victims,New Zealand,Redirect,Redirect,,,,,,
https://victimconnect.org/,Victims,USA,Redirect,Redirect,,,,,,
https://www.justice.govt.nz/,Victims,New Zealand,,,,,,,,
https://rjwaitakere.org.nz/,Victims,New Zealand,,,,,,,,
,Victims,,,,,,,,,
,Victims,,,,,,,,,
,Victims,,,,,,,,,
,Victims,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
https://www.derbyshire.police.uk/,Police,UK,Redirect,Redirect,,,,,,
https://www.gwent.police.uk/,Police,UK,Redirect,Redirect,,,,,,
https://www.garda.ie/en/,Police,Ireland,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
https://www.missingpeople.org.uk/,Missing people,UK,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
https://www.veteransgateway.org.uk/,Veterans,UK,,,,,,,,
https://advice.scot/,Legal Advice,UK,,,,,,,,
https://www.citizensadvice-stroudandcotswold.org.uk/,Legal Advice,UK,,,,,,,,
https://www.hertshelp.net/,Legal Advice,UK,,,,,,,,
https://www.flac.ie/,Legal Advice,Ireland,,,,,,,,
https://www.businessdebtline.org/,Money advice,UK,,,,,,,,
https://www.nationaldebtline.org/,Money advice,UK,,,,,,,,Near clone of ^
https://mabs.ie/,Money advice,Ireland,,,,,,,,
https://www.stepchange.org/,Money advice,UK,,,,,,,,
https://www.turn2us.org.uk/,Money advice,UK,,,,,,,,
https://www.bwcharity.org.uk/,Industry,UK,,,,,,,,Category: support (ambiguous) for people working/worked in certain industries
https://www.groceryaid.org.uk/,Industry,UK,,,,,,,,
https://www.hospitalityaction.org.uk/,Industry,UK,,,,,,,,
https://www.seafarerswelfare.org/,Industry,UK,,,,,,,,
https://www.lawcare.org.uk/,Industry,UK,,,,,,,,
https://www.lawsociety.org.nz/,Industry,New Zealand,,,,,,,,
https://communitylaw.org.nz/,Industry,New Zealand,,,,,,,,
https://www.licensedtradecharity.org.uk/,Industry,UK,,,,,,,,
https://musicsupport.org/,Industry,UK,,,,,,,,
https://nabs.org.uk/,Industry,UK,,,,,,,,
https://www.nurselifeline.org.uk/,Industry,UK,,,,,,,,
https://www.retailtrust.org.uk/,Industry,UK,,,,,,,,
https://www.ruralsupport.org.uk/,Industry,UK,,,,,,,,
https://www.ssafa.org.uk/,Industry,UK,,,,,,,,
https://fcn.org.uk/,Industry,UK,,,,,,,,
https://www.theprintingcharity.org.uk/,Industry,UK,,,,,,,,
https://www.britishlegion.org.uk/,Industry,UK,,,,,,,,
https://www.acas.org.uk/,Industry,UK,,,,,,,,
https://studentspace.org.uk/,student support,UK,,,,,,,,
https://usi.ie/,student support,Ireland,,,,,,,,
https://hoardinguk.org/,hoarding,UK,,,,,,,,
https://www.netsafe.org.nz/,Online safety,New Zealand,,,,,,,,
